file                               format  type  num_seqs     sum_len  min_len  avg_len  max_len    Q1   Q2    Q3  sum_gap  N50  Q20(%)  Q30(%)
V10_CKI_N_24_3_MiFish.1.fq.gz      FASTQ   DNA    151,053  24,319,533      161      161      161  80.5  161  80.5        0  161   94.36   89.09
V10_CKI_N_24_3_MiFish.2.fq.gz      FASTQ   DNA    151,053  24,319,533      161      161      161  80.5  161  80.5        0  161    96.2   91.84
V10_CKI_N_24_4_MiFish.1.fq.gz      FASTQ   DNA    109,002  17,549,322      161      161      161  80.5  161  80.5        0  161   94.94   90.13
V10_CKI_N_24_4_MiFish.2.fq.gz      FASTQ   DNA    109,002  17,549,322      161      161      161  80.5  161  80.5        0  161   95.93   91.45
V10_CKI_N_24_5_MiFish.1.fq.gz      FASTQ   DNA     43,722   7,039,242      161      161      161  80.5  161  80.5        0  161   95.17   90.52
V10_CKI_N_24_5_MiFish.2.fq.gz      FASTQ   DNA     43,722   7,039,242      161      161      161  80.5  161  80.5        0  161      96   91.46
V10_CKI_N_24_DI_MiFish.1.fq.gz     FASTQ   DNA     41,664   6,707,904      161      161      161  80.5  161  80.5        0  161    95.2    90.7
V10_CKI_N_24_DI_MiFish.2.fq.gz     FASTQ   DNA     41,664   6,707,904      161      161      161  80.5  161  80.5        0  161   96.14   91.78
V10_CKI_N_24_WC_MiFish.1.fq.gz     FASTQ   DNA     44,909   7,230,349      161      161      161  80.5  161  80.5        0  161   94.96   90.32
V10_CKI_N_24_WC_MiFish.2.fq.gz     FASTQ   DNA     44,909   7,230,349      161      161      161  80.5  161  80.5        0  161   95.79   91.12
V10_CKI_N_25_1_MiFish.1.fq.gz      FASTQ   DNA    120,135  19,341,735      161      161      161  80.5  161  80.5        0  161   94.69   89.53
V10_CKI_N_25_1_MiFish.2.fq.gz      FASTQ   DNA    120,135  19,341,735      161      161      161  80.5  161  80.5        0  161   95.78   90.86
V10_CKI_N_25_2_MiFish.1.fq.gz      FASTQ   DNA     73,495  11,832,695      161      161      161  80.5  161  80.5        0  161   94.71   89.72
V10_CKI_N_25_2_MiFish.2.fq.gz      FASTQ   DNA     73,495  11,832,695      161      161      161  80.5  161  80.5        0  161   95.94   91.56
V10_CKI_N_25_3_MiFish.1.fq.gz      FASTQ   DNA     58,572   9,430,092      161      161      161  80.5  161  80.5        0  161   94.77   89.73
V10_CKI_N_25_3_MiFish.2.fq.gz      FASTQ   DNA     58,572   9,430,092      161      161      161  80.5  161  80.5        0  161   95.81    91.2
V10_CKI_N_25_4_MiFish.1.fq.gz      FASTQ   DNA    114,334  18,407,774      161      161      161  80.5  161  80.5        0  161   94.68   89.67
V10_CKI_N_25_4_MiFish.2.fq.gz      FASTQ   DNA    114,334  18,407,774      161      161      161  80.5  161  80.5        0  161   95.78   91.15
V10_CKI_N_25_5_MiFish.1.fq.gz      FASTQ   DNA     98,161  15,803,921      161      161      161  80.5  161  80.5        0  161   94.75   89.77
