Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name,AFD Authority,Status: CITES,Status: CMS,"Status: IUCN Red List (CR = Critically endangered
EN = Endangered VU = vulnerable NT = near threatened LC = Least Concern DD = Data Deficient NE = Not Evaluated)",Status: EPBC Act (CR = Critically endangered EN = Endangered VU = vulnerable CD = conservation dependent),Assembly submitters,Assembly URLs,In progress as listed on 10K and/or VGP and/or Squalomix pages?,Mitogenome,Occurrence in Australia,Occurrence: Freshwater,Occurrence: Brackish,Occurrence: Saltwater,Occurrence: Zone/Association,Occurrence: GBIF in WA,Occurrence: GBIF outside WA,Occurrence: OBIS in WA,Occurrence: OBIS outside WA,Estimated genome size: Average c-value (mass in pg),Estimated genome size: Gbp (1*c-value = 978 Mbp),Estimated genome size: Average chromosome number,Estimated genome size: source,Target species? Criterion,Source Contact,Fisheries: EEZ_ISO,Fisheries: EEZ_country,Fisheries: Has Fishbase data?,Fisheries: In FAO ASFIS species list?,Fisheries: In Sea Around Us database?,Fisheries: Importance (Source: Fishbase),Fisheries: Global fisheries index: has relative biomass for this species?,Fisheries: Global fisheries index: has relative biomass for this genus?,Fisheries: Global fisheries index: has relative biomass for this family?,ORG.one: Subspecies,ORG.one: Subpopulation,ORG.one: Kingdom,ORG.one: Status
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias pedderensis,Pedder galaxias ,Pedder Galaxias (English),Pedder Galaxias,"Galaxias pedderensis Frankenberg, 1968",,,EN,,,,,,endemic ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias rostratus,Flathead galaxias ,"Beaked minnow (English), Flathead galaxias (English), Flatheaded jollytail (English), Flat-headed minnow (English), Murray jollytail (English)",Flathead Galaxias,"Galaxias rostratus Klunzinger, 1872",,,CR,CR,,,,,endemic ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias supremus,Kosciuszko Galaxias,Kosciuszko Galaxias (English),,,,,,,,,,,native,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias tantangara,Stocky Galaxias,Stocky Galaxias (English),,,,,CR,CR,,,,,native,1,0,0,benthopelagic,0,0,0,0,,,,,threatened species,(SC) - NESP Marine & Coastal Hub - Alan Jordan/Damian Burrows Aus Gov. Threatened Species Strategy,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias tanycephalus,Saddled galaxias ,"Arthurs galaxias (English), Golden galaxias (English), Saddled galaxias (English), Spotted mountain trout (English)",Saddled Galaxias,"Galaxias tanycephalus Fulton, 1978",,,CR,VU,,,,,endemic ,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias terenasus,Roundsnout Galaxias,Roundsnout Galaxias (English),,,,,,,,,,,native,1,0,0,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxias truttaceus,Spotted mountain trout ,"Mountain trout (English), Native trout (English), Ocellated mountain trout (English), Spotted galaxias (English), Spotted minnow (English), Spotted mountain trout (English), Spotted trout minnow (English), Trout galaxias (English), Trout minnow (English), Western mountain trout (English), Yarra trout (English)",Spotted Galaxias,"Galaxias truttaceus Valenciennes, 1846",,,LC,Western Australian population EN,,,,NC_029890,native ,1,1,1,demersal,1,1118,1,464,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxiella munda,Western dwarf galaxias ,"Galaxias (English), Mud minnow (English), Swan galaxias (English), Western dwarf galaxias (English)",Western Dwarf Galaxias,"Galaxiella munda McDowall, 1978",,,EN,,,,,,endemic ,1,0,0,benthopelagic,27,1,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxiella nigrostriata,Blackstriped dwarf galaxias ,"Black-stripe minnow (English), Blackstriped dwarf galaxias (English), Dwarf minnow (English), Galaxias (English), Striped galaxias (English)",Blackstriped Dwarf Galaxias,"Galaxiella nigrostriata (Shipway, 1953)",,,EN,EN,,,,NC_008448,endemic ,1,0,0,demersal,36,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxiella pusilla,Eastern dwarf galaxias ,"Dwarf galaxias (English), Dwarf minnow (English), Eastern dwarf galaxias (English), Eastern little galaxias (English), Striped galaxias (English)",Dwarf Galaxias,"Galaxiella pusilla (Mack, 1936)",,,EN,VU,,,,,endemic ,1,0,0,demersal,1,301,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Galaxiella toourtkoourt,Little galaxias ,Little galaxias (English),Little Galaxias,"Galaxiella toourtkoourt Coleman & Raadik, 2015",,,VU,,,,,,native ,1,1,0,demersal,0,173,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Lovettia sealii,Tasmanian whitebait ,"Derwent smelt (English), Derwent whitebait (English), Tasmanian troutlet (English), Tasmanian whitebait (English), Whitebait (English)",,,,,LC,,,,,NC_043851,endemic ,1,1,1,demersal,0,32,0,56,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Neochanna cleaveri,Tasmanian mudfish ,"Cleaver's mud-trout (English), Eel mud-trout (English), Eel-gudgeon (English), Mud galaxias (English), Mud trout (English), Tasmanian mudfish (English), Tasmanian mudtrout (English)",Australian Mudfish,"Neochanna cleaveri (Scott, 1934)",,,EN,,,,,,endemic ,1,0,0,demersal,0,107,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Paragalaxias dissimilis,Shannon galaxias ,"Dissimilar jollytail (English), Eel-gudgeon (English), Shannon galaxias (English), Shannon jollytail (English), Shannon paragalaxias (English)",Shannon Paragalaxias,"Paragalaxias dissimilis (Regan, 1906)",,,EN,VU,,,,,endemic ,1,0,0,demersal,0,1,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Paragalaxias eleotroides,Great Lake Galaxias ,"Great Lake Darter (English), Great Lake Galaxias (English), Great lake paragalaxias (English)",Great Lake Paragalaxias,"Paragalaxias eleotroides McDowall & Fulton, 1978",,,EN,VU,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Paragalaxias julianus,Julian galaxias ,"Julian galaxias (English), Julian Paragalaxias (English), Western paragalaxias (English)",Western Paragalaxias,"Paragalaxias julianus McDowall & Fulton, 1978",,,EN,,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Galaxiiformes,Galaxiidae,Paragalaxias mesotes,Arthurs galaxias ,"Arthurs galaxias (English), Arthurs paragalaxias (English)",Arthurs Paragalaxias,"Paragalaxias mesotes McDowall & Fulton, 1978",,,EN,EN,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes bathys,,,,,,,,,,,,,native ,0,0,1,bathydemersal,0,6,0,12,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes brevis,,Short shore eel (English),Short Shore Eel,"Alabes brevis Springer & Fraser, 1976",,,,,,,,,native ,0,0,1,demersal,5,0,6,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes dorsalis,Common shore-eel ,"Common shore eel (English), Common shore-eel (English), Red-banded shore eel (English), Shore eel (English), Striped brown shore eel (English)",Common Shore Eel,"Alabes dorsalis (Richardson, 1845)",,,,,,,,,native ,0,0,1,demersal,0,225,0,362,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes elongata,,Elongate shore eel (English),Elongate Shore Eel,"Alabes elongata Hutchins & Morrison, 2004",,,,,,,,,native ,0,0,1,demersal,8,0,10,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes gibbosa,,Hunchback shore eel (English),Hunchback Shore Eel,"Alabes gibbosa Hutchins & Morrison, 2004",,,,,,,,,native ,0,0,1,demersal,8,0,9,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes hoesei,Dwarf shore-eel ,"Dwarf shore eel (English), Dwarf shore-eel (English), Hoese's shore eel (English)",Dwarf Shore Eel,"Alabes hoesei Springer & Fraser, 1976",,,,,,,,,native ,0,0,1,demersal,8,25,9,41,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes obtusirostris,,Pugnose shore eel (English),Pugnose Shore Eel,"Alabes obtusirostris Hutchins & Morrison, 2004",,,,,,,,,native ,0,0,1,reef-associated,1,4,2,6,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes occidentalis,,Western shore eel (English),Western Shore Eel,"Alabes occidentalis Hutchins & Morrison, 2004",,,,,,,,,native ,0,0,1,demersal,24,1,27,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes parvula,Pygmy shore-eel ,"Eel clingfish (English), Pygmy shore eel (English), Pygmy shore-eel (English)",Pygmy Shore Eel,"Alabes parvula (McCulloch, 1909)",,,LC,,,,,,native ,0,0,1,demersal,0,14,0,25,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Alabes scotti,,Scott's shore eel (English),Scott's Shore Eel,"Alabes scotti Hutchins & Morrison, 2004",,,,,,,,,native ,0,0,1,reef-associated,0,12,0,24,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Aspasmogaster costata,Eastern clingfish ,"Broad clingfish (English), Eastern clingfish (English), Pink clingfish (English)",Pink Clingfish,"Aspasmogaster costata (Ogilby, 1885)",,,,,,,,,native ,0,0,1,demersal,0,47,0,55,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Aspasmogaster liorhynchus,Smooth-snout clingfish ,"Smoothsnout clingfish (English), Smooth-snout clingfish (English)",Smoothsnout Clingfish,"Aspasmogaster liorhynchus Briggs, 1955",,,,,,,,,native ,0,0,1,reef-associated,0,0,9,24,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Aspasmogaster occidentalis,,Western clingfish (English),Western Clingfish,"Aspasmogaster occidentalis Hutchins, 1984",,,,,,,,,native ,0,0,1,demersal,26,1,26,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Aspasmogaster tasmaniensis,Tasmanian clingfish ,Tasmanian clingfish (English),Tasmanian Clingfish,"Aspasmogaster tasmaniensis (Günther, 1861)",,,,,,,,,native ,0,0,1,demersal,15,97,18,131,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Barryichthys algicola,Green rat clingfish ,Green rat clingfish (English),,,,,,,,,,,native ,0,0,1,reef-associated,0,9,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Barryichthys hutchinsi,Brown rat clingfish ,Brown rat clingfish (English),,,,,,,,,,,native ,0,0,1,reef-associated,3,1,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Cochleoceps bassensis,,"Broadhead clingfish (English), Broad-headed clingfish (English)",Broadhead Clingfish,"Cochleoceps bassensis Hutchins, 1983",,,,,,,,,native ,0,0,1,demersal,0,17,0,28,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Cochleoceps bicolor,Western cleaner-clingfish ,"Western cleaner clingfish (English), Western cleaner-clingfish (English)",Western Cleaner Clingfish,"Cochleoceps bicolor Hutchins, 1991",,,,,,,,,native ,0,0,1,demersal,26,109,16,2,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Cochleoceps orientalis,Eastern cleaner-clingfish ,Eastern cleaner-clingfish (English),Eastern Cleaner Clingfish,"Cochleoceps orientalis Hutchins, 1991",,,,,,,,,native ,0,0,1,demersal,0,83,0,10,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Cochleoceps spatula,,"Spadenose clingfish (English), Spade-nose clingfish (English)",Spadenose Clingfish,"Cochleoceps spatula (Günther, 1861)",,,,,,,,,native ,0,0,1,demersal,13,29,9,46,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Cochleoceps viridis,Green clingfish ,Green clingfish (English),Green Clingfish,"Cochleoceps viridis Hutchins, 1991",,,,,,,,,native ,0,0,1,demersal,9,2,10,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Creocele cardinalis,Broad clingfish ,"Broad clingfish (English), Cardinal clingfish (English)",Broad Clingfish,"Creocele cardinalis (Ramsay, 1882)",,,,,,,,,native ,0,0,1,reef-associated,0,38,0,58,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Diademichthys lineatus,,"Long-snout clingfish (English), Sea urchin clingfish (English), Striped clingfish (English), Urchin clingfish (English)",Striped Clingfish,"Diademichthys lineatus (Sauvage, 1883)",,,LC,,,,,,native ,0,0,1,reef-associated,75,79,34,14,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Discotrema crinophilum,Crinoid clingfish ,Crinoid clingfish (English),,,,,LC,,,,,,native ,0,0,1,reef-associated,1,4,1,5,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Discotrema monogrammum,Oneline clingfish ,Oneline clingfish (English),,,,,LC,,,,,,native ,0,0,1,reef-associated,0,4,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Flexor incus,Kermadec clingfish,,,,,,,,,,,,native,0,0,1,benthopelagic,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Kopua kuiteri,,Deepwater clignfish (English),Deepwater Clingfish,"Kopua kuiteri Hutchins, 1991",,,,,,,,,native ,0,0,1,demersal,1,4,2,6,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Lepadichthys frenatus,,"Bridled clingfish (English), Bridled cling-fish (English)",Bridled Clingfish,"Lepadichthys frenatus Waite, 1904",,,LC,,,,,,native ,0,0,1,reef-associated,3,45,3,70,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Lepadichthys lineatus,Doubleline clingfish ,Twoline clingfish (English),,,,,LC,,,,,,native ,0,0,1,reef-associated,0,1,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Lepadichthys sandaracatus,,Shark bay clingfish (English),Shark Bay Clingfish,"Lepadichthys sandaracatus Whitley, 1943",,,,,,,,,native ,0,0,1,demersal,20,0,26,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Nettorhamphos radula,Duckbilled clingfish ,Duckbilled clingfish (English),,,,,,,,,,,native ,0,0,1,reef-associated,1,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Parvicrepis parvipinnis,Little clingfish ,"Little clingfish (English), Smallfin clingfish (English)",Smallfin Clingfish,"Parvicrepis parvipinnis (Waite, 1906)",,,,,,,,,native ,0,0,1,reef-associated,0,36,0,48,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiesociformes,Gobiesocidae,Posidonichthys hutchinsi,,Posidonia clingfish (English),Posidonia Clingfish,"Posidonichthys hutchinsi Briggs, 1993",,,,,,,,,native ,0,0,1,demersal,19,16,15,14,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Butidae,Bostrychus sinensis,Four-eyed sleeper ,"Chinese gudgeon (English), Four-eyed sleeper (English)",Chinese Gudgeon,"Bostrychus sinensis Lacépède, 1801",,,LC,,"Zhejiang Ocean University, Xiamen University","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/698/575/GCA_020698575.1_ASM2069857v1, ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/703/735/GCA_018703735.1_ASM1870373v1",In 10k,NC_017880,native ,1,1,1,demersal,4,14,8,26,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Butis amboinensis,Olive flathead-gudgeon ,Ambon gudgeon (English),,"Butis amboinensis (Bleeker, 1853)",,,LC,,,,,,native ,1,1,1,demersal,0,0,0,1,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Butis butis,Duckbill sleeper ,"Crimsontip gudgeon (English), Crimson-tipped flathead-gudgeon (English), Crimson-tipped flathead-sleeper (English), Crimson-tipped gudgeon (English), Duckbill sleeper (English), Flat-head gudgeon (English)",Crimsontip Gudgeon,"Butis butis (Hamilton, 1822)",,,LC,,,,,,native ,1,1,1,demersal,4,128,9,220,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Butis koilomatodon,Mud sleeper ,"Crested gudgeon (English), Marblecheek sleeper (English), Mud sleeper (English)",Crested Gudgeon,"Butis koilomatodon (Bleeker, 1849)",,,,,,,,,native ,1,1,1,demersal,0,22,1,46,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Incara multisquamatus,,Finescale gudgeon (English),Finescale Gudgeon,"Incara multisquamatus Rao, 1971",,,,,,,,,native ,0,1,0,demersal,0,12,0,28,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Ophiocara porocephala,Northern mud gudgeon ,"Bumblebee (English), Mullet gudgeon (English), Northern mud gudgeon (English), Spangled gudgeon (English), Spangled sleeper (English), Tittle (English)",Spangled Gudgeon,"Ophiocara porocephala (Valenciennes, 1837)",,,LC,,,,,NC_057200,native ,1,1,1,demersal,1,112,2,139,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Oxyeleotris aruensis,Aru gudgeon ,Aru gudgeon (English),Aru Gudgeon,"Oxyeleotris aruensis (Weber, 1911)",,,LC,,,,,,native ,1,0,0,demersal,0,73,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Oxyeleotris fimbriata,Fimbriate gudgeon ,"Fimbriate gudgeon (English), Rough-scaled loter (English)",Fimbriate Gudgeon,"Oxyeleotris fimbriata (Weber, 1907)",,,LC,,,,,,native ,1,0,0,demersal,0,5,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Oxyeleotris lineolata,Sleepy cod ,"Black-banded gudgeon (English), Black-banded loter (English), Black banded guavina (English), Daly river gudgeon (English), Giant gudgeon (English), Lined guavina (English), Loter (English), Mud gudgeon (English), Sleeper (English), Sleepy cod (English)",Sleepy Cod,"Oxyeleotris lineolata (Steindachner, 1867)",,,LC,,,,,NC_026886,native ,1,0,0,demersal,1,38,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Oxyeleotris nullipora,Poreless gudgeon ,"Dwarf gudgeon (English), Jardine gudgeon (English), Poreless gudgeon (English)",Poreless Gudgeon,"Oxyeleotris nullipora Roberts, 1978",,,LC,,,,,,native ,1,0,0,demersal,0,61,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Oxyeleotris selheimi,Giant gudgeon ,"Blackbanded gudgeon (English), Black-banded gudgeon (English), Black banded gudgeon (English), Giant gudgeon (English), Loojoo (Nyikina), Nyagoorna (Gooniyandi), Nyaguna (Bunuba), Nyagurlman (Ngarinyin), Sleeper (English), Sleeper gudgeon (English), Sleepy cod (English)",Blackbanded Gudgeon,"Oxyeleotris selheimi (Macleay, 1884)",,,LC,,,,,,native ,1,0,0,benthopelagic,5,12,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Butidae,Prionobutis microps,Small-eyed loter ,"Small eyed sleeper (English), Smalleye gudgeon (English), Small-eyed gudgeon (English), Small-eyed sleeper (English)",Smalleye Gudgeon,"Prionobutis microps (Weber, 1907)",,,LC,,,,,,native ,1,1,0,demersal,10,75,14,144,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Allomicrodesmus dorotheae,Dorothea's wriggler ,"Dorothea's wriggler (English), Toothpick wriggler (English)",,,,,DD,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Bunaka gyrinoides,Greenback gauvina ,"Greenback gauvina (English), Greenback guavina (English), Green-backed guavina (English)",Greenback Gudgeon,"Bunaka gyrinoides (Bleeker, 1853)",,,LC,,,,,,native ,1,1,1,demersal,0,51,0,56,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Calumia godeffroyi,Tailface sleeper ,"Doublespot coralgudgeon (English), Tail-face calumia (English), Tailface sleeper (English)",Tail-face Calumia,"Calumia godeffroyi (Günther, 1877)",,,LC,,,,,,native ,0,0,1,reef-associated,2,4,5,8,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Eleotridae,Calumia profunda,Deepreef coralgudgeon,"Deepreef coralgudgeon (English), Longjaw calumia (English)",Longjaw Calumia,"Calumia profunda Larson & Hoese, 1980",,,,,,,,,native,0,0,1,demersal,2,0,3,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Gobiiformes,Eleotridae,Eleotris acanthopomus,Spinecheek gudgeon ,"Spinecheek gudgeon (English), Spine-cheek gudgeon (English)",Spine-cheek Gudgeon,"Eleotris acanthopomus Bleeker, 1853",,,,,,,,,native ,1,1,1,demersal,0,0,0,3,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Eleotris fusca,Dusky sleeper ,"Brown gudgeon (English), Brown sleeper (English), Brown spine-cheek gudgeon (English), Dusky sleeper (English), Tetard (English)",Brown Spine-cheek Gudgeon,"Eleotris fusca (Bloch & Schneider, 1801)",,,LC,,,,,NC_037140,native ,1,1,1,demersal,0,45,0,52,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Eleotris melanosoma,Broadhead sleeper ,"Black gudgeon (English), Black spine-cheek (English), Ebony gudgeon (English)",Black Spine-cheek Gudgeon,"Eleotris melanosoma Bleeker, 1852",,,LC,,,,,,native ,1,1,1,demersal,0,81,0,122,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Giuris margaritaceus,Snakehead gudgeon ,Snakehead gudgeon (English),Snakehead Gudgeon,"Giuris margaritaceus (Valenciennes, 1837)",,,,,,,,,native ,1,1,1,demersal,0,0,1,85,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Gobiomorphus australis,Striped gudgeon ,Striped gudgeon (English),Striped Gudgeon,"Gobiomorphus australis (Krefft, 1864)",,,LC,,,,,,endemic ,1,1,0,demersal,0,146,0,147,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Gobiomorphus coxii,Cox's gudgeon ,"Cox gudgeon (English), Cox's gudgeon (English), Mulgoa gudgeon (English), Nepean gudgeon (English)",Cox's Gudgeon,"Gobiomorphus coxii (Krefft, 1864)",,,LC,,,,,,endemic ,1,0,0,demersal,1,20,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris aurea,Golden carp gudgeon ,"Golden carp gudgeon (English), Golden gudgeon (English)",Golden Carp Gudgeon,"Hypseleotris aurea (Shipway, 1950)",,,EN,,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris barrawayi,,,,,,,NT,,,,,,native ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris compressa,Empire gudgeon ,"Carp gudgeon (English), Empire fish (English), Empire gudgeon (English), Northern carp-gudgeon (English)",Empire Gudgeon,"Hypseleotris compressa (Krefft, 1864)",,,LC,,,,,,native ,1,0,0,demersal,14,611,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris ejuncida,Slender carp gudgeon ,"Slender carp gudgeon (English), Slender gudgeon (English)",Slender Carp Gudgeon,"Hypseleotris ejuncida Hoese & Allen, 1982",,,CR,,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,None,None,ANIMALIA,unclaimed
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris galii,Firetailed gudgeon ,"Firetail gudgeon (English), Firetailed gudgeon (English), Gale's carp-gudgeon (English)",Firetail Gudgeon,"Hypseleotris galii (Ogilby, 1898)",,,LC,,,,,,endemic ,1,0,0,demersal,0,144,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris kimberleyensis,Barnett River gudgeon ,Barnett River gudgeon (English),Barnett River Gudgeon,"Hypseleotris kimberleyensis Hoese & Allen, 1982",,,EN,,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris klunzingeri,Western carp gudgeon ,Western carp gudgeon (English),Western Carp Gudgeon,"Hypseleotris klunzingeri (Ogilby, 1898)",,,LC,,,,,NC_043852,native ,1,0,0,demersal,0,62,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Gobiiformes,Eleotridae,Hypseleotris regalis,Regent carp gudgeon ,"Prince Regent gudgeon (English), Regent carp gudgeon (English)",Regent Carp Gudgeon,"Hypseleotris regalis Hoese & Allen, 1982",,,NT,,,,,,endemic ,1,0,0,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
