Class,Order,Family,Species,FishBase Common name,All Common Name/s Aus/Global English (FishBase),AFD Preferred Common Name,AFD Authority,Status: CITES,Status: CMS,"Status: IUCN Red List (CR = Critically endangered
EN = Endangered VU = vulnerable NT = near threatened LC = Least Concern DD = Data Deficient NE = Not Evaluated)",Status: EPBC Act (CR = Critically endangered EN = Endangered VU = vulnerable CD = conservation dependent),Assembly submitters,Assembly URLs,In progress as listed on 10K and/or VGP and/or Squalomix pages?,Mitogenome,Occurrence in Australia,Occurrence: Freshwater,Occurrence: Brackish,Occurrence: Saltwater,Occurrence: Zone/Association,Occurrence: GBIF in WA,Occurrence: GBIF outside WA,Occurrence: OBIS in WA,Occurrence: OBIS outside WA,Estimated genome size: Average c-value (mass in pg),Estimated genome size: Gbp (1*c-value = 978 Mbp),Estimated genome size: Average chromosome number,Estimated genome size: source,Target species? Criterion,Source Contact,Fisheries: EEZ_ISO,Fisheries: EEZ_country,Fisheries: Has Fishbase data?,Fisheries: In FAO ASFIS species list?,Fisheries: In Sea Around Us database?,Fisheries: Importance (Source: Fishbase),Fisheries: Global fisheries index: has relative biomass for this species?,Fisheries: Global fisheries index: has relative biomass for this genus?,Fisheries: Global fisheries index: has relative biomass for this family?,ORG.one: Subspecies,ORG.one: Subpopulation,ORG.one: Kingdom,ORG.one: Status
Osteichthyes,Syngnathiformes,Syngnathidae,Festucalex cinctus,Girdled pipefish ,"Girdled pipefish (English), Orange-cheek pipefish (English)",Girdled Pipefish,"Festucalex cinctus (Ramsay, 1882)",,,LC,,,,,,endemic ,0,0,1,demersal,0,30,0,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Festucalex gibbsi,Gibbs' pipefish ,Gibbs' pipefish (English),Gibbs' Pipefish,"Festucalex gibbsi Dawson, 1977",,,LC,,,,,,native ,0,0,1,demersal,0,5,0,3,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Festucalex scalaris,Ladder pipefish ,Ladder pipefish (English),Ladder Pipefish,"Festucalex scalaris (Günther, 1870)",,,LC,,,,,,endemic ,0,0,1,demersal,24,2,30,1,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Filicampus tigris,Tiger pipefish ,"Tentacled pipefish (English), Tiger pipefish (English)",Tiger Pipefish,"Filicampus tigris (Castelnau, 1879)",,,LC,,,,,,native ,0,0,1,demersal,43,131,32,46,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus boothae,Booth's pipefish ,Booth's pipefish (English),Booth's Pipefish,"Halicampus boothae (Whitley, 1964)",,,LC,,,,,,native ,0,0,1,reef-associated,0,21,0,12,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus brocki,Brock's pipefish ,"Brock's pipefish (English), Tasselled pipefish (English)",Tasselled Pipefish,"Halicampus brocki (Herald, 1953)",,,LC,,,,,,native ,0,0,1,reef-associated,7,7,7,14,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus dunckeri,Duncker's pipefish ,"Duncker's pipefish (English), Nose-ridge pipefish (English), Ridgenose pipefish (English)",Ridgenose Pipefish,"Halicampus dunckeri (Chabanaud, 1929)",,,LC,,,,,,native ,0,0,1,reef-associated,4,5,5,11,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus grayi,Gray's pipefish ,"Gray's pipefish (English), Mud pipefish (English)",Mud Pipefish,"Halicampus grayi Kaup, 1856",,,LC,,,,,NC_044796,native ,0,1,1,reef-associated,9,124,16,186,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus macrorhynchus,Ornate pipefish ,"Ornate pipefish (English), Whiskered pipefish (English), Winged pipefish (English)",Whiskered Pipefish,"Halicampus macrorhynchus Bamber, 1915",,,LC,,,,,,native ,0,0,1,reef-associated,1,2,1,5,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus mataafae,Samoan pipefish ,Samoan pipefish (English),Samoan Pipefish,"Halicampus mataafae (Jordan & Seale, 1906)",,,LC,,,,,,native ,0,0,1,reef-associated,0,6,0,13,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus nitidus,Glittering pipefish ,Glittering pipefish (English),Glittering Pipefish,"Halicampus nitidus (Günther, 1873)",,,LC,,,,,,native ,0,0,1,reef-associated,9,20,10,38,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Halicampus spinirostris,Spinysnout pipefish ,Spinysnout pipefish (English),Spinysnout Pipefish,"Halicampus spinirostris (Dawson & Allen, 1981)",,,LC,,,,,,native ,0,0,1,reef-associated,1,1,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Haliichthys taeniophorus,Ribboned pipefish ,"Ribboned pipefish (English), Ribboned pipehorse (English), Ribboned seadragon (English)",,,,,LC,,,,,,native ,0,0,1,demersal,14,59,17,81,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Heraldia nocturna,Upside-down pipefish ,"Upside-down pipefish (English), Western upside-down pipefish (English)",Upside-down Pipefish,"Heraldia nocturna Paxton, 1975",,,LC,,,,,,native ,0,0,1,reef-associated,6,18,7,15,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippichthys cyanospilos,Blue-spotted pipefish ,"Bluespeckled pipefish (English), Blue-spotted pipefish (English), Ward's pipefish (English)",Bluespeckled Pipefish,"Hippichthys cyanospilos (Bleeker, 1854)",,,LC,,,,,,native ,1,1,1,demersal,0,22,0,36,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippichthys heptagonus,Belly pipefish ,"Belly pipefish (English), Freshwater pipefish (English), Madura pipefish (English), Reticulated freshwater pipefish (English), Short-snouted pipefish (English), Small-headed pipefish (English)",Madura Pipefish,"Hippichthys heptagonus Bleeker, 1849",,,LC,,,,,,native ,1,1,0,demersal,0,20,0,35,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippichthys parvicarinatus,Short-keel pipefish ,Short-keel pipefish (English),Short-keel Pipefish,"Hippichthys parvicarinatus (Dawson, 1978)",,,LC,,,,,,endemic ,1,1,0,demersal,0,7,0,14,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippichthys penicillus,Beady pipefish ,"Beady pipefish (English), Black-chinned pipefish (English), Gazelle pipefish (English), Mangrove pipefish (English), Steep-nosed pipefish (English)",Beady Pipefish,"Hippichthys penicillus (Cantor, 1849)",,,LC,,,,,,native ,1,1,1,demersal,12,32,19,60,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippichthys spicifer,Bellybarred pipefish ,"Banded freshwater pipefish (English), Bellybar pipefish (English), Bellybarred pipefish (English)",Bellybar Pipefish,"Hippichthys spicifer (Rüppell, 1838)",,,LC,,,,,,native ,1,1,1,demersal,0,7,0,12,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus abdominalis,Big-belly seahorse ,"Bigbelly seahorse (English), Big-belly seahorse (English), Eastern potbelly seahorse (English), Pot-bellied seahorse (English)",Bigbelly Seahorse,"Hippocampus abdominalis Lesson, 1827",II,,LC,,Zhejiang University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/466/805/GCA_018466805.1_ZJU1.0,,NC_028181,native ,0,1,1,demersal,0,527,0,117,0.58,0.56724,,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706..Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix..NA.NA",,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus alatus,Winged seahorse ,Winged seahorse (English),,,,,,,,,,,native ,0,0,1,demersal,0,0,4,4,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus angustus,Western spiny seahorse ,"Western Australian seahorse (English), Western spiny seahorse (English)",Western Spiny Seahorse,"Hippocampus angustus Günther, 1870",II,,LC,,,,,,endemic ,0,0,1,reef-associated,48,85,51,103,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus bargibanti,Pygmy seahorse ,"Gorgonian seahorse (English), Pygmy seahorse (English)",Pygmy Seahorse,"Hippocampus bargibanti Whitley, 1970",II,,DD,,,,,,native ,0,0,1,reef-associated,1,4,0,2,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus breviceps,Shorthead seahorse ,"Shorthead seahorse (English), Short-head seahorse (English), Short-snouted seahorse (English)",Shorthead Seahorse,"Hippocampus breviceps Peters, 1869",II,,LC,,,,,,endemic ,0,0,1,demersal,24,414,16,161,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus colemani,Coleman's pygmy seahorse ,Coleman's pygmy seahorse (English),Coleman's Seahorse,"Hippocampus colemani Kuiter, 2003",II,,DD,,,,,,native ,0,0,1,demersal,0,4,0,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus grandiceps,Big-head seahorse ,"Bighead seahorse (English), Big-head seahorse (English)",,,,,,,,,,,native ,0,0,1,demersal,0,1,0,17,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus hendriki,Eastern spiny seahorse ,Eastern spiny seahorse (English),,,,,,,,,,,native ,0,0,1,demersal,0,32,0,56,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus histrix,Thorny seahorse ,Thorny seahorse (English),,,II,,VU,,,,,NC_021454,native ,0,0,1,reef-associated,1,7,6,12,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,highly commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus jugumus,Collared seahorse ,Collared seahorse (English),Collar Seahorse,"Hippocampus jugumus Kuiter, 2001",II,,DD,,,,,,native ,0,0,1,pelagic-neritic,0,4,0,5,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus kuda,Spotted seahorse ,"Common seahorse (English), Spotted seahorse (English)",Common Seahorse,"Hippocampus kuda Bleeker, 1852",II,,VU,,CEES,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/745/GCA_901007745.1_Hippocampus_kuda_assembly,,NC_010272,native ,0,1,1,reef-associated,2,50,1,38,1.03,1.00734,,"Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.",,,AUS,Australia,TRUE,TRUE,FALSE,highly commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus minotaur,Bullneck seahorse ,Bullneck seahorse (English),Bullneck Seahorse,"Hippocampus minotaur Gomon, 1997",II,,DD,,,,,,native ,0,0,1,reef-associated,0,2,0,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus montebelloensis,Monte Bello seahorse ,Monte Bello seahorse (English),,,,,,,,,,,native ,0,0,1,pelagic-neritic,1,0,1,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus multispinus,Northern spiny seahorse ,Northern spiny seahorse (English),,,,,,,,,,,native ,0,0,1,demersal,0,1,4,14,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus paradoxus,Paradoxical seahorse ,Paradoxical seahorse (English),,,II,,DD,,,,,,native ,0,0,1,benthopelagic,1,0,1,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus planifrons,Flatface seahorse,,Flatface Seahorse,"Hippocampus planifrons Peters, 1877",II,,,,,,,,endemic,,,,,0,0,27,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus pontohi,Pontoh's pygmy seahorse ,Pontoh's pygmy seahorse (English),,,II,,LC,,,,,,native ,0,0,1,benthopelagic,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus queenslandicus,Queensland seahorse ,Queensland seahorse (English),,,,,,,,,,NC_034319,native ,0,0,1,reef-associated,0,46,0,43,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus spinosissimus,Hedgehog seahorse ,,,,II,,VU,,,,,NC_029350,native ,0,1,1,reef-associated,8,57,11,102,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus subelongatus,West Australian seahorse ,West Australian seahorse (English),West Australian Seahorse,"Hippocampus subelongatus Castelnau, 1873",II,,DD,,,,,,endemic ,0,1,1,demersal,108,0,32,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus whitei,White's seahorse ,"Common sea-horse (English), Sydney seahorse (English), White's seahorse (English)",White's Seahorse,"Hippocampus whitei Bleeker, 1855",II,,EN,EN,CEES,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/805/GCA_901007805.1_Hippocampus_whitei_assembly,,,native ,0,0,1,demersal,0,283,0,33,,,,,threatened species,(SC) - NESP Marine & Coastal Hub - Alan Jordan/Damian Burrows Aus Gov. Threatened Species Strategy,AUS,Australia,TRUE,FALSE,FALSE,minor commercial,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hippocampus zebra,Zebra seahorse ,Zebra seahorse (English),Zebra Seahorse,"Hippocampus zebra Whitley, 1964",II,,DD,,,,,,native ,0,0,1,reef-associated,5,7,10,10,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Histiogamphelus briggsii,Briggs' pipefish ,"Briggs crested pipefish (English), Brigg's northern pipefish (English), Briggs' pipefish (English), Brigg's southern pipefish (English), Crested pipefish (English), Robe crested pipefish (English), Robe pipefish (English)",Crested Pipefish,"Histiogamphelus briggsii McCulloch, 1914",,,LC,,,,,,native ,0,1,1,reef-associated,0,125,0,43,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Histiogamphelus cristatus,Macleay's crested pipefish ,"Cocks-comb pipefish (English), Macleay's crested pipefish (English), Rhino pipefish (English), Spotted crested pipefish (English)",Rhino Pipefish,"Histiogamphelus cristatus (Macleay, 1881)",,,LC,,,,,,native ,0,0,1,demersal,18,72,8,39,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hypselognathus horridus,Prickly pipefish ,"Prickly pipefish (English), Shaggy pipefish (English)",Shaggy Pipefish,"Hypselognathus horridus Dawson & Glover, 1982",,,DD,,,,,,native ,0,0,1,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Hypselognathus rostratus,Knife-snouted pipefish ,"Knifesnout pipefish (English), Knife-snouted pipefish (English)",Knifesnout Pipefish,"Hypselognathus rostratus (Waite & Hale, 1921)",,,LC,,,,,,native ,0,0,1,demersal,0,122,0,214,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Ichthyocampus carce,,Freshwater pipefish (English),,,,,LC,,,,,,native ,1,1,1,demersal,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Idiotropiscis australe,Southern little pipehorse ,"Little pipehorse (English), Southern little pipehorse (English), Southern pygmy pipehorse (English)",,,,,,,,,,,native ,0,0,1,demersal,10,15,3,3,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Idiotropiscis larsonae,Helen's pygmy pipehorse ,"Helen's pygmy pipehorse (English), Larson's pipehorse (English)",Helen's Pygmy Pipehorse,"Idiotropiscis larsonae (Dawson, 1984)",,,,,,,,,native ,0,0,1,reef-associated,3,0,4,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Idiotropiscis lumnitzeri,Sydney's pygmy pipehorse ,Sydney's pygmy pipehorse (English),Sydney?s Pygmy Pipehorse,"Idiotropiscis lumnitzeri Kuiter, 2004",,,,,,,,,native ,0,0,1,reef-associated,0,0,0,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Kaupus costatus,Deepbody pipefish ,"Deep-bodied pipefish (English), Deepbody pipefish (English)",Deepbody Pipefish,"Kaupus costatus (Waite & Hale, 1921)",,,LC,,,,,,native ,0,0,1,demersal,0,76,0,124,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Kimblaeus bassensis,Trawl pipefish ,"Bass Strait pipefish (English), Trawl pipefish (English)",Trawl Pipefish,"Kimblaeus bassensis Dawson, 1980",,,LC,,,,,,native ,0,0,1,demersal,0,8,0,15,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Leptoichthys fistularius,Brushtail pipefish ,"Brushtail pipefish (English), Brush-tailed pipefish (English)",Brushtail Pipefish,"Leptoichthys fistularius Kaup, 1853",,,LC,,,,,,endemic ,0,0,1,demersal,0,63,0,73,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Lissocampus caudalis,Smooth pipefish ,"Australian smooth pipefish (English), Smooth pipefish (English)",Smooth Pipefish,"Lissocampus caudalis Waite & Hale, 1921",,,LC,,,,,,endemic ,0,0,1,demersal,11,20,11,30,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Lissocampus fatiloquus,Prophet's pipefish ,Prophet's pipefish (English),Prophet's Pipefish,"Lissocampus fatiloquus (Whitley, 1943)",,,LC,,,,,,endemic ,0,0,1,demersal,19,2,15,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Lissocampus runa,Javelin pipefish ,"Javelin pipefish (English), West Australian smooth pipefish (English)",Javelin Pipefish,"Lissocampus runa (Whitley, 1931)",,,LC,,,,,,endemic ,0,0,1,demersal,13,27,14,44,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Maroubra perserrata,Sawtooth pipefish ,Sawtooth pipefish (English),Sawtooth Pipefish,"Maroubra perserrata Whitley, 1948",,,LC,,,,,,endemic ,0,0,1,demersal,6,42,6,27,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Micrognathus andersonii,Shortnose pipefish ,"Anderson's pipefish (English), Shortnose pipefish (English), Thorn-tailed pipefish (English)",Anderson's Pipefish,"Micrognathus andersonii (Bleeker, 1858)",,,LC,,,,,,native ,0,0,1,reef-associated,0,36,0,69,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Micrognathus micronotopterus,Tidepool pipefish ,"Tidepool pipefish (English), White-saddled pipefish (English)",Tidepool Pipefish,"Micrognathus micronotopterus (Fowler, 1938)",,,LC,,,,,,native ,0,0,1,reef-associated,5,9,5,45,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Micrognathus natans,Offshore pipefish ,Offshore pipefish (English),Offshore Pipefish,"Micrognathus natans Dawson, 1982",,,LC,,,,,,native ,0,0,1,demersal,0,7,0,14,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Micrognathus pygmaeus,Thorntailed pipefish ,Thorn-tailed pipefish (English),Thorntail Pipefish,"Micrognathus pygmaeus Fritzsche, 1981",,,,,,,,,native ,0,0,1,reef-associated,0,27,0,28,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Microphis brachyurus,Short-tailed pipefish ,"Short-tail pipefish (English), Short-tail river pipefish (English), Short-tailed pipefish (English)",Short-tail Pipefish,"Microphis brachyurus (Bleeker, 1854)",,,LC,,,,,,native ,1,1,1,demersal,0,6,0,8,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Mitotichthys meraculus,Western crested pipefish ,Western crested pipefish (English),Western Crested Pipefish,"Mitotichthys meraculus (Whitley, 1948)",,,DD,,,,,,native ,0,0,1,demersal,14,2,3,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Mitotichthys mollisoni,Mollison's pipefish ,Mollison's pipefish (English),Mollison's Pipefish,"Mitotichthys mollisoni (Scott, 1955)",,,LC,,,,,,native ,0,0,1,demersal,0,3,0,6,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Mitotichthys semistriatus,Half-banded pipefish ,"Halfbanded pipefish (English), Half-banded pipefish (English)",Halfbanded Pipefish,"Mitotichthys semistriatus (Kaup, 1856)",,,LC,,,,,,native ,0,0,1,demersal,0,49,0,87,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Mitotichthys tuckeri,Tucker's pipefish ,Tucker's pipefish (English),Tucker's Pipefish,"Mitotichthys tuckeri (Scott, 1942)",,,LC,,,,,,native ,0,0,1,demersal,0,2,0,4,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Nannocampus lindemanensis,Painted pipefish ,"Lindeman Island pipefish (English), Painted pipefish (English)",Painted Pipefish,"Nannocampus lindemanensis (Whitley, 1948)",,,,,,,,,native ,0,0,1,reef-associated,0,12,0,16,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Nannocampus pictus,Reef pipefish ,,,,,,LC,,,,,,native ,0,0,1,reef-associated,0,2,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Nannocampus subosseus,Bony-headed pipefish ,"Bonyhead pipefish (English), Bony-headed pipefish (English)",Bonyhead Pipefish,"Nannocampus subosseus Günther, 1870",,,LC,,,,,,native ,0,0,1,demersal,6,0,6,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Notiocampus ruber,Red pipefish ,Red pipefish (English),Red Pipefish,"Notiocampus ruber (Ramsay & Ogilby, 1886)",,,LC,,,,,,native ,0,0,1,demersal,3,3,3,5,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Penetopteryx taeniocephalus,Oceanic pipefish ,Oceanic pipefish (English),,,,,LC,,,,,,native ,0,0,1,demersal,0,0,0,0,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Phoxocampus belcheri,Rock pipefish ,"Black rock pipefish (English), Rock pipefish (English)",Black Rock Pipefish,"Phoxocampus belcheri (Kaup, 1856)",,,LC,,,,,,native ,0,0,1,reef-associated,1,0,1,1,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Phoxocampus diacanthus,Spined pipefish ,Paleblotched pipefish (English),Paleblotched Pipefish,"Phoxocampus diacanthus (Schultz, 1943)",,,LC,,,,,,native ,0,0,1,reef-associated,0,9,0,19,,,,,,,AUS,Australia,TRUE,FALSE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Phycodurus eques,Leafy seadragon ,"Glauert's sea-dragon (English), Leafy seadragon (English)",Leafy Seadragon,"Phycodurus eques (Günther, 1865)",,,LC,,,,,NC_024191,endemic ,0,0,1,reef-associated,30,281,30,70,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Phyllopteryx dewysea,,,,,,,DD,,,,,,native ,0,0,1,reef-associated,6,0,4,0,,,,,,,,,,,,,,,,,,,
Osteichthyes,Syngnathiformes,Syngnathidae,Phyllopteryx taeniolatus,Common seadragon ,"Common seadragon (English), Lucas' sea-dragon (English), Weedy seadragon (English)",Common Seadragon,"Phyllopteryx taeniolatus (Lacépède, 1804)",,,LC,,"South China Sea Institute of Oceanology, Chinese Academy of Sciences","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/802/545/GCA_019802545.1_ASM1980254v1, ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/802/525/GCA_019802525.1_ASM1980252v1",,,native ,0,0,1,reef-associated,218,857,135,285,,,,,,,AUS,Australia,TRUE,TRUE,FALSE,no FB info,FALSE,FALSE,FALSE,,,,
